,itemTypeDisplayName,displayProperties.name,defaultDamageTypeHash,equippingBlock.equipmentSlotTypeHash,equippingBlock.ammoType,sockets.socketEntries.0.singleInitialItemHash,sockets.socketEntries.1.randomizedPlugSetHash,sockets.socketEntries.2.randomizedPlugSetHash,sockets.socketEntries.3.randomizedPlugSetHash,sockets.socketEntries.4.randomizedPlugSetHash
1786797708,Submachine Gun,Escape Velocity,Kinetic,Kinetic,Primary,Lightweight Frame,"['IS 2 Classic', 'IS 5 Circle', 'Model 6 Loop', 'Model 8 Red']","['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Grave Robber', 'Zen Moment', 'Overflow', 'Threat Detector', 'Hip-Fire Grip']","['Quickdraw', 'Osmosis', 'Elemental Capacitor', 'Surrounded', 'Vorpal Weapon']"
1821724780,Shotgun,Seventh Seraph CQC-12,Solar,Energy,Special,Lightweight Frame,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']","['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']","['Lead from Gold', 'Auto-Loading Holster', 'Quickdraw', 'Slideshot']","['Vorpal Weapon', 'Shield Disorient', 'Snapshot Sights', 'Trench Barrel']"
1835747805,Hand Cannon,Nature of the Beast,Arc,Energy,Primary,Precision Frame,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Subsistence', 'Snapshot Sights', 'Under Pressure', 'Hip-Fire Grip', 'Quickdraw']","['Dragonfly', 'Rangefinder', 'Demolitionist', 'Vorpal Weapon', 'High-Impact Reserves']"
1907698332,Auto Rifle,The Summoner,Solar,Energy,Primary,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Underdog', 'Zen Moment', 'Overflow', 'Moving Target', 'Dynamic Sway Reduction']","['Rampage', 'Elemental Capacitor', 'Dragonfly', 'Rangefinder', 'Celerity']"
1921159786,Rocket Launcher,Hezen Vengeance (Timelost),Solar,Power,Heavy,Aggressive Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']","['Tracking Module', 'Quickdraw', 'Auto-Loading Holster', 'Impulse Amplifier', 'Surplus', 'Overflow', 'Overflow']","['Vorpal Weapon', 'Lasting Impression', 'Demolitionist', 'Wellspring', 'Thresh', 'Cluster Bomb', 'Cluster Bomb']"
1946491241,Grenade Launcher,Truthteller,Void,Energy,Special,Lightweight Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Blinding Grenades', 'Proximity Grenades', 'Spike Grenades', 'High-Velocity Rounds', 'Implosion Rounds', 'Concussion Grenades']","['Auto-Loading Holster', 'Grave Robber', 'Field Prep', 'Underdog', 'Feeding Frenzy']","['Demolitionist', 'Multikill Clip', 'Quickdraw', 'Swashbuckler', 'Disruption Break']"
1967303408,Machine Gun,Archon's Thunder,Solar,Power,Heavy,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Mulligan', 'Field Prep', 'Rangefinder', 'Quickdraw', 'Killing Wind', 'Surplus']","['Elemental Capacitor', 'Thresh', 'Snapshot Sights', 'Rampage', 'Iron Gaze', 'Iron Grip']"
1972985595,Grenade Launcher,Swarm of the Raven,Void,Power,Heavy,Rapid-Fire Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Thermoplastic Grenades', 'Proximity Grenades', 'Spike Grenades', 'Alloy Casing', 'Augmented Drum', 'High-Explosive Ordnance', 'High-Velocity Rounds', 'Mini Frags', 'Sticky Grenades']","['Snapshot Sights', 'Threat Detector', 'Pulse Monitor', 'Field Prep', 'Auto-Loading Holster']","['Genesis', 'Ambitious Assassin', 'Rampage', 'Quickdraw']"
1982711279,Scout Rifle,Talons of the Eagle,Kinetic,Kinetic,Primary,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Outlaw', 'Full Auto Trigger System', 'Zen Moment', 'Threat Detector', 'Firmly Planted']","['Ambitious Assassin', 'Opening Shot', 'Moving Target', 'Rampage', 'Explosive Payload', 'Hip-Fire Grip']"
1987769101,Sniper Rifle,Praedyth's Revenge (Timelost),Kinetic,Kinetic,Special,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine']","['Quickdraw', 'Osmosis', 'Rewind Rounds', 'No Distractions', 'Moving Target', 'Feeding Frenzy', 'Feeding Frenzy']","['Adrenaline Junkie', 'Opening Shot', 'Frenzy', 'High-Impact Reserves', 'Kill Clip', 'Firefly', 'Firefly']"
2009277538,Sidearm,The Last Dance,Arc,Energy,Primary,Omolon Adaptive Frame,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Moving Target', 'Quickdraw', 'Threat Detector', 'Under Pressure', 'Full Auto Trigger System', 'Outlaw']","['Kill Clip', 'Dragonfly', 'Rangefinder', 'Tap the Trigger', 'Zen Moment', 'Opening Shot']"
2050789284,Pulse Rifle,Stars in Shadow,Solar,Energy,Primary,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Threat Detector', 'Genesis', 'Field Prep', 'Underdog', 'Firmly Planted', 'Quickdraw', 'Surplus', 'Killing Wind', 'Feeding Frenzy', 'Outlaw', 'Pulse Monitor', 'Grave Robber']","['Disruption Break', 'Eye of the Storm', 'Kill Clip', 'Snapshot Sights', 'Headseeker', 'Moving Target', 'Thresh', 'Demolitionist', 'Dragonfly', 'Sympathetic Arsenal', 'Vorpal Weapon', 'Elemental Capacitor']"
2060863616,Grenade Launcher,Salvager's Salvo,Arc,Energy,Special,Lightweight Frame,['Static'],['Static'],['Static'],['Static']
2065081837,Sniper Rifle,Uzume RR4,Solar,Energy,Special,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Triple Tap', 'Bottomless Grief', 'Lead from Gold', 'Snapshot Sights', 'Clown Cartridge', 'Killing Wind', 'Bottomless Grief']","['Adrenaline Junkie', 'Explosive Payload', 'Vorpal Weapon', 'High-Impact Reserves', 'Demolitionist', 'Dragonfly']"
2108920981,Grenade Launcher,Orewing's Maul,Void,Energy,Special,Lightweight Frame,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Blinding Grenades', 'Proximity Grenades', 'Spike Grenades', 'High-Velocity Rounds', 'Implosion Rounds', 'Concussion Grenades']","['Grave Robber', 'Quickdraw', 'Threat Detector', 'Field Prep', 'Pulse Monitor']","['Rangefinder', 'Auto-Loading Holster', 'Snapshot Sights', 'Moving Target', 'Demolitionist']"
2121785039,Sidearm,Brass Attacks,Void,Energy,Primary,Aggressive Burst,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Feeding Frenzy', 'Killing Wind', 'Slideways', 'Surplus', 'Rapid Hit', 'Threat Detector']","['One for All', 'Wellspring', 'Sympathetic Arsenal', 'Rampage', 'Dragonfly', 'Frenzy']"
2147010335,Auto Rifle,Shadow Price (Adept),Arc,Energy,Primary,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']","['Bottomless Grief', 'Surplus', 'Killing Wind', ""Fourth Time's the Charm"", 'Feeding Frenzy', 'Overflow', 'Bottomless Grief']","['One for All', 'Disruption Break', 'Thresh', 'Swashbuckler', 'Unrelenting', 'Dragonfly']"
