,hash,reusablePlugItems
-2046149401,2248817895,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 3400784728}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 247725512}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 3038247973}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3038247973}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 699525795}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3592538738}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2458213969}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}]"
-2034635090,2260332206,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2866798147}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3513791699}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}]"
-2033302673,2261664623,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3096702027}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3513791699}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2866798147}]"
-2032724839,2262242457,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2323986101}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2788909693}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1588595445}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3336648220}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 736000386}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 941997506}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 984527513}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4091000557}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 371216963}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1513326571}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3228611386}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3785661089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 518387148}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 666440382}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1837151577}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1471333428}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1334978104}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4003264426}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 299264772}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4278960718}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 634781242}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1225726778}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1525622117}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1710791394}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3789184904}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3018373291}]"
-2024086066,2270881230,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3708227201}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 205890336}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1890422124}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}]"
-2019075191,2275892105,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1015611457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1683379515}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}]"
-2017341040,2277626256,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2209280307}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2209280306}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 663495155}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 663495154}]"
-2015766824,2279200472,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2866798147}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2039302152}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1556840489}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1523832109}]"
-2010476451,2284490845,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}]"
-1997754435,2297212861,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1890422124}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1820235745}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2387244414}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}]"
-1997125607,2297841689,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1096957638}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3433396026}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3433396027}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2414725840}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2414725841}]"
-1994970173,2299997123,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3913600130}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3708227201}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3016987351}]"
-1978309934,2316657362,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 205890336}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2010801679}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1354429876}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}]"
-1974809404,2320157892,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 194952923}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 194952922}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 194952921}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1409978309}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1409978308}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1409978311}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1628165637}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1628165636}]"
-1971691484,2323275812,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2551157718}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1354429876}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2010801679}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}]"
-1956678251,2338289045,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1866048759}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2387244414}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3400784728}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}]"
-1956605685,2338361611,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2848615171}]"
-1952763234,2342204062,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 247725512}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3275789089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}]"
-1937223205,2357744091,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1015611457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1359896290}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2213355989}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3513791699}]"
-1930095948,2364871348,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2590710093}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1749209109}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 354401740}]"
-1928839563,2366127733,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 702981643}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2580207276}]"
-1921485029,2373482267,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2726471870}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3108830275}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2360754333}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4049631843}]"
-1920548286,2374419010,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 699525795}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1683379515}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}]"
-1915008020,2379959276,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3108830275}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2679249093}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2360754333}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2726471870}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2450788523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3708227201}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 699525795}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1683379515}]"
-1907718260,2387249036,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2387244414}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2039302152}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1890422124}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4049631843}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}]"
-1896471262,2398496034,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 25606670}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1556840489}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3436462433}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3400784728}]"
-1887828875,2407138421,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2870095399}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 409831596}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3301904089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2985827016}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1771897777}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1380253176}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2822142346}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 332133599}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3373736292}]"
-1883607836,2411359460,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3418782618}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3436462433}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3108830275}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3161816588}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2117683199}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2117683199}]"
-1872398929,2422568367,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3404948861}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1728041517}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4015706356}]"
